"PERIOD";"COMPONENT";"MEASURE";"GENDER";"POPULATION_GROUP";"AGE";"VALUE";"STATUS";"UNIT_MEASURE"
2011;"ALV+SH";"in % SH";"Total";"Total";"18-24";7.8685;"A";"%"
2011;"ALV+SH";"Absolut";"Total";"Total";"25-39";5940;"A";"n"
2011;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"25-39";3.126;"A";"%"
2011;"ALV+SH";"in % ALV";"Total";"Total";"25-39";5.2275;"A";"%"
2011;"ALV+SH";"in % SH";"Total";"Total";"25-39";10.7591;"A";"%"
2011;"ALV+SH";"Absolut";"Total";"Total";"40-54";5095;"A";"n"
2011;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"40-54";2.1979;"A";"%"
2011;"ALV+SH";"in % ALV";"Total";"Total";"40-54";5.4063;"A";"%"
2011;"ALV+SH";"in % SH";"Total";"Total";"40-54";9.0997;"A";"%"
2011;"ALV+SH";"Absolut";"Total";"Total";"55-65";1434;"A";"n"
2011;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"55-65";0.8577;"A";"%"
2011;"ALV+SH";"in % ALV";"Total";"Total";"55-65";3.6215;"A";"%"
2011;"ALV+SH";"in % SH";"Total";"Total";"55-65";6.6233;"A";"%"
2011;"ALV+IV";"Absolut";"Total";"Total";"Total";3482;"A";"n"
2011;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"Total";0.5314;"A";"%"
2011;"ALV+IV";"in % ALV";"Total";"Total";"Total";1.2163;"A";"%"
2011;"ALV+IV";"in % IV";"Total";"Total";"Total";1.3665;"A";"%"
2011;"ALV+IV";"Absolut";"M";"Total";"Total";1866;"A";"n"
2011;"ALV+IV";"in % aller Beziehenden";"M";"Total";"Total";0.543;"A";"%"
2011;"ALV+IV";"in % ALV";"M";"Total";"Total";1.2289;"A";"%"
2011;"ALV+IV";"in % IV";"M";"Total";"Total";1.3611;"A";"%"
2011;"ALV+IV";"Absolut";"F";"Total";"Total";1616;"A";"n"
2011;"ALV+IV";"in % aller Beziehenden";"F";"Total";"Total";0.5187;"A";"%"
2011;"ALV+IV";"in % ALV";"F";"Total";"Total";1.202;"A";"%"
2011;"ALV+IV";"in % IV";"F";"Total";"Total";1.3727;"A";"%"
2011;"ALV+IV";"Absolut";"Total";"CH";"Total";2592;"A";"n"
2011;"ALV+IV";"in % aller Beziehenden";"Total";"CH";"Total";0.6158;"A";"%"
2011;"ALV+IV";"in % ALV";"Total";"CH";"Total";1.5782;"A";"%"
2011;"ALV+IV";"in % IV";"Total";"CH";"Total";1.3216;"A";"%"
2011;"ALV+IV";"Absolut";"Total";"AUSL";"Total";890;"A";"n"
2011;"ALV+IV";"in % aller Beziehenden";"Total";"AUSL";"Total";0.3798;"A";"%"
2011;"ALV+IV";"in % ALV";"Total";"AUSL";"Total";0.7292;"A";"%"
2011;"ALV+IV";"in % IV";"Total";"AUSL";"Total";1.5162;"A";"%"
2011;"ALV+IV";"Absolut";"Total";"Total";"18-24";151;"A";"n"
2011;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"18-24";0.2281;"A";"%"
2011;"ALV+IV";"in % ALV";"Total";"Total";"18-24";0.389;"A";"%"
2011;"ALV+IV";"in % IV";"Total";"Total";"18-24";1.7959;"A";"%"
2011;"ALV+IV";"Absolut";"Total";"Total";"25-39";503;"A";"n"
2011;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"25-39";0.2647;"A";"%"
2011;"ALV+IV";"in % ALV";"Total";"Total";"25-39";0.4427;"A";"%"
2011;"ALV+IV";"in % IV";"Total";"Total";"25-39";1.4197;"A";"%"
2011;"ALV+IV";"Absolut";"Total";"Total";"40-54";1395;"A";"n"
2011;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"40-54";0.6018;"A";"%"
2011;"ALV+IV";"in % ALV";"Total";"Total";"40-54";1.4802;"A";"%"
2011;"ALV+IV";"in % IV";"Total";"Total";"40-54";1.4278;"A";"%"
2011;"ALV+IV";"Absolut";"Total";"Total";"55-65";1433;"A";"n"
2011;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"55-65";0.8571;"A";"%"
2011;"ALV+IV";"in % ALV";"Total";"Total";"55-65";3.619;"A";"%"
2011;"ALV+IV";"in % IV";"Total";"Total";"55-65";1.2651;"A";"%"
2011;"SH+IV";"Absolut";"Total";"Total";"Total";7361;"A";"n"
2011;"SH+IV";"in % aller Beziehenden";"Total";"Total";"Total";1.1234;"A";"%"
2011;"SH+IV";"in % SH";"Total";"Total";"Total";4.6977;"A";"%"
2011;"SH+IV";"in % IV";"Total";"Total";"Total";2.8887;"A";"%"
2011;"SH+IV";"Absolut";"M";"Total";"Total";4128;"A";"n"
2011;"SH+IV";"in % aller Beziehenden";"M";"Total";"Total";1.2011;"A";"%"
2011;"SH+IV";"in % SH";"M";"Total";"Total";5.2895;"A";"%"
2011;"SH+IV";"in % IV";"M";"Total";"Total";3.0111;"A";"%"
2011;"SH+IV";"Absolut";"F";"Total";"Total";3233;"A";"n"
2011;"SH+IV";"in % aller Beziehenden";"F";"Total";"Total";1.0377;"A";"%"
2011;"SH+IV";"in % SH";"F";"Total";"Total";4.1105;"A";"%"
2011;"SH+IV";"in % IV";"F";"Total";"Total";2.7462;"A";"%"
2011;"SH+IV";"Absolut";"Total";"CH";"Total";4706;"A";"n"
2011;"SH+IV";"in % aller Beziehenden";"Total";"CH";"Total";1.118;"A";"%"
2011;"SH+IV";"in % SH";"Total";"CH";"Total";5.5193;"A";"%"
2011;"SH+IV";"in % IV";"Total";"CH";"Total";2.3996;"A";"%"
2011;"SH+IV";"Absolut";"Total";"AUSL";"Total";2655;"A";"n"
2011;"SH+IV";"in % aller Beziehenden";"Total";"AUSL";"Total";1.1331;"A";"%"
2011;"SH+IV";"in % SH";"Total";"AUSL";"Total";3.717;"A";"%"
2011;"SH+IV";"in % IV";"Total";"AUSL";"Total";4.5232;"A";"%"
2011;"SH+IV";"Absolut";"Total";"Total";"18-24";412;"A";"n"
2011;"SH+IV";"in % aller Beziehenden";"Total";"Total";"18-24";0.6223;"A";"%"
2011;"SH+IV";"in % SH";"Total";"Total";"18-24";1.728;"A";"%"
2011;"SH+IV";"in % IV";"Total";"Total";"18-24";4.9001;"A";"%"
2011;"SH+IV";"Absolut";"Total";"Total";"25-39";1660;"A";"n"
2011;"SH+IV";"in % aller Beziehenden";"Total";"Total";"25-39";0.8736;"A";"%"
2011;"SH+IV";"in % SH";"Total";"Total";"25-39";3.0068;"A";"%"
2011;"SH+IV";"in % IV";"Total";"Total";"25-39";4.6854;"A";"%"
2011;"SH+IV";"Absolut";"Total";"Total";"40-54";3288;"A";"n"
2011;"SH+IV";"in % aller Beziehenden";"Total";"Total";"40-54";1.4184;"A";"%"
2011;"SH+IV";"in % SH";"Total";"Total";"40-54";5.8724;"A";"%"
2011;"SH+IV";"in % IV";"Total";"Total";"40-54";3.3652;"A";"%"
2011;"SH+IV";"Absolut";"Total";"Total";"55-65";2001;"A";"n"
2011;"SH+IV";"in % aller Beziehenden";"Total";"Total";"55-65";1.1968;"A";"%"
2011;"SH+IV";"in % SH";"Total";"Total";"55-65";9.2421;"A";"%"
2011;"SH+IV";"in % IV";"Total";"Total";"55-65";1.7665;"A";"%"
2011;"ALV+SH+IV";"Absolut";"Total";"Total";"Total";164;"A";"n"
2011;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"Total";0.025;"A";"%"
2011;"ALV+SH+IV";"in % ALV";"Total";"Total";"Total";0.0573;"A";"%"
2011;"ALV+SH+IV";"in % SH";"Total";"Total";"Total";0.1047;"A";"%"
2011;"ALV+SH+IV";"in % IV";"Total";"Total";"Total";0.0644;"A";"%"
2011;"ALV+SH+IV";"Absolut";"M";"Total";"Total";90;"A";"n"
2011;"ALV+SH+IV";"in % aller Beziehenden";"M";"Total";"Total";0.0262;"A";"%"
2011;"ALV+SH+IV";"in % ALV";"M";"Total";"Total";0.0593;"A";"%"
2011;"ALV+SH+IV";"in % SH";"M";"Total";"Total";0.1153;"A";"%"
2011;"ALV+SH+IV";"in % IV";"M";"Total";"Total";0.0656;"A";"%"
2011;"ALV+SH+IV";"Absolut";"F";"Total";"Total";74;"A";"n"
2011;"ALV+SH+IV";"in % aller Beziehenden";"F";"Total";"Total";0.0238;"A";"%"
2011;"ALV+SH+IV";"in % ALV";"F";"Total";"Total";0.055;"A";"%"
2011;"ALV+SH+IV";"in % SH";"F";"Total";"Total";0.0941;"A";"%"
2011;"ALV+SH+IV";"in % IV";"F";"Total";"Total";0.0629;"A";"%"
2011;"ALV+SH+IV";"Absolut";"Total";"CH";"Total";101;"A";"n"
2011;"ALV+SH+IV";"in % aller Beziehenden";"Total";"CH";"Total";0.024;"A";"%"
2011;"ALV+SH+IV";"in % ALV";"Total";"CH";"Total";0.0615;"A";"%"
2011;"ALV+SH+IV";"in % SH";"Total";"CH";"Total";0.1185;"A";"%"
2011;"ALV+SH+IV";"in % IV";"Total";"CH";"Total";0.0515;"A";"%"
2011;"ALV+SH+IV";"Absolut";"Total";"AUSL";"Total";63;"A";"n"
2011;"ALV+SH+IV";"in % aller Beziehenden";"Total";"AUSL";"Total";0.0269;"A";"%"
2011;"ALV+SH+IV";"in % ALV";"Total";"AUSL";"Total";0.0516;"A";"%"
2011;"ALV+SH+IV";"in % SH";"Total";"AUSL";"Total";0.0882;"A";"%"
2011;"ALV+SH+IV";"in % IV";"Total";"AUSL";"Total";0.1073;"A";"%"
2011;"ALV+SH+IV";"Absolut";"Total";"Total";"18-24";6;"A";"n"
2011;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"18-24";0.0091;"A";"%"
2011;"ALV+SH+IV";"in % ALV";"Total";"Total";"18-24";0.0155;"A";"%"
2011;"ALV+SH+IV";"in % SH";"Total";"Total";"18-24";0.0252;"A";"%"
2011;"ALV+SH+IV";"in % IV";"Total";"Total";"18-24";0.0714;"A";"%"
2011;"ALV+SH+IV";"Absolut";"Total";"Total";"25-39";37;"A";"n"
2011;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"25-39";0.0195;"A";"%"
2011;"ALV+SH+IV";"in % ALV";"Total";"Total";"25-39";0.0326;"A";"%"
2011;"ALV+SH+IV";"in % SH";"Total";"Total";"25-39";0.067;"A";"%"
2011;"ALV+SH+IV";"in % IV";"Total";"Total";"25-39";0.1044;"A";"%"
2011;"ALV+SH+IV";"Absolut";"Total";"Total";"40-54";80;"A";"n"
2011;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"40-54";0.0345;"A";"%"
2011;"ALV+SH+IV";"in % ALV";"Total";"Total";"40-54";0.0849;"A";"%"
2011;"ALV+SH+IV";"in % SH";"Total";"Total";"40-54";0.1429;"A";"%"
2011;"ALV+SH+IV";"in % IV";"Total";"Total";"40-54";0.0819;"A";"%"
2011;"ALV+SH+IV";"Absolut";"Total";"Total";"55-65";41;"A";"n"
2011;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"55-65";0.0245;"A";"%"
2011;"ALV+SH+IV";"in % ALV";"Total";"Total";"55-65";0.1035;"A";"%"
2011;"ALV+SH+IV";"in % SH";"Total";"Total";"55-65";0.1894;"A";"%"
2011;"ALV+SH+IV";"in % IV";"Total";"Total";"55-65";0.0362;"A";"%"
2010;"Total";"Absolut";"Total";"Total";"Total";26122;"R";"n"
2010;"Total";"in % aller Beziehenden";"Total";"Total";"Total";3.8188;"R";"%"
2010;"Total";"Absolut";"M";"Total";"Total";13711;"R";"n"
2010;"Total";"in % aller Beziehenden";"M";"Total";"Total";3.7611;"R";"%"
2010;"Total";"Absolut";"F";"Total";"Total";12411;"R";"n"
2010;"Total";"in % aller Beziehenden";"F";"Total";"Total";3.8847;"R";"%"
2010;"Total";"Absolut";"Total";"CH";"Total";15232;"R";"n"
2010;"Total";"in % aller Beziehenden";"Total";"CH";"Total";3.4468;"R";"%"
2010;"Total";"Absolut";"Total";"AUSL";"Total";10890;"R";"n"
2010;"Total";"in % aller Beziehenden";"Total";"AUSL";"Total";4.4979;"R";"%"
2010;"Total";"Absolut";"Total";"Total";"18-24";2772;"R";"n"
2010;"Total";"in % aller Beziehenden";"Total";"Total";"18-24";3.7606;"R";"%"
2010;"Total";"Absolut";"Total";"Total";"25-39";8491;"R";"n"
2010;"Total";"in % aller Beziehenden";"Total";"Total";"25-39";4.1765;"R";"%"
2010;"Total";"Absolut";"Total";"Total";"40-54";10003;"R";"n"
2010;"Total";"in % aller Beziehenden";"Total";"Total";"40-54";4.178;"R";"%"
2010;"Total";"Absolut";"Total";"Total";"55-65";4856;"R";"n"
2010;"Total";"in % aller Beziehenden";"Total";"Total";"55-65";2.8975;"R";"%"
2010;"ALV+SH";"Absolut";"Total";"Total";"Total";15335;"A";"n"
2010;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"Total";2.2419;"A";"%"
2010;"ALV+SH";"in % ALV";"Total";"Total";"Total";4.7899;"A";"%"
2010;"ALV+SH";"in % SH";"Total";"Total";"Total";10.421;"A";"%"
2010;"ALV+SH";"Absolut";"M";"Total";"Total";7691;"A";"n"
2010;"ALV+SH";"in % aller Beziehenden";"M";"Total";"Total";2.1098;"A";"%"
2010;"ALV+SH";"in % ALV";"M";"Total";"Total";4.4027;"A";"%"
2010;"ALV+SH";"in % SH";"M";"Total";"Total";10.4715;"A";"%"
2010;"ALV+SH";"Absolut";"F";"Total";"Total";7644;"A";"n"
2010;"ALV+SH";"in % aller Beziehenden";"F";"Total";"Total";2.3926;"A";"%"
2010;"ALV+SH";"in % ALV";"F";"Total";"Total";5.2549;"A";"%"
2010;"ALV+SH";"in % SH";"F";"Total";"Total";10.3707;"A";"%"
2010;"ALV+SH";"Absolut";"Total";"CH";"Total";7939;"A";"n"
2010;"ALV+SH";"in % aller Beziehenden";"Total";"CH";"Total";1.7965;"A";"%"
2010;"ALV+SH";"in % ALV";"Total";"CH";"Total";4.2337;"A";"%"
2010;"ALV+SH";"in % SH";"Total";"CH";"Total";9.8741;"A";"%"
2010;"ALV+SH";"Absolut";"Total";"AUSL";"Total";7396;"A";"n"
2010;"ALV+SH";"in % aller Beziehenden";"Total";"AUSL";"Total";3.0548;"A";"%"
2010;"ALV+SH";"in % ALV";"Total";"AUSL";"Total";5.5763;"A";"%"
2010;"ALV+SH";"in % SH";"Total";"AUSL";"Total";11.0797;"A";"%"
2010;"ALV+SH";"Absolut";"Total";"Total";"18-24";2265;"A";"n"
2010;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"18-24";3.0728;"A";"%"
2010;"ALV+SH";"in % ALV";"Total";"Total";"18-24";4.7464;"A";"%"
2010;"ALV+SH";"in % SH";"Total";"Total";"18-24";10.0288;"A";"%"
2010;"ALV+SH";"Absolut";"Total";"Total";"25-39";6322;"A";"n"
2010;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"25-39";3.1096;"A";"%"
2010;"ALV+SH";"in % ALV";"Total";"Total";"25-39";4.8986;"A";"%"
2010;"ALV+SH";"in % SH";"Total";"Total";"25-39";12.047;"A";"%"
2010;"ALV+SH";"Absolut";"Total";"Total";"40-54";5248;"A";"n"
2010;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"40-54";2.192;"A";"%"
2010;"ALV+SH";"in % ALV";"Total";"Total";"40-54";5.116;"A";"%"
2010;"ALV+SH";"in % SH";"Total";"Total";"40-54";9.9859;"A";"%"
2010;"ALV+SH";"Absolut";"Total";"Total";"55-65";1500;"A";"n"
2010;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"55-65";0.895;"A";"%"
2010;"ALV+SH";"in % ALV";"Total";"Total";"55-65";3.6771;"A";"%"
2010;"ALV+SH";"in % SH";"Total";"Total";"55-65";7.6773;"A";"%"
2010;"ALV+IV";"Absolut";"Total";"Total";"Total";3790;"A";"n"
2010;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"Total";0.5541;"A";"%"
2010;"ALV+IV";"in % ALV";"Total";"Total";"Total";1.1838;"A";"%"
2010;"ALV+IV";"in % IV";"Total";"Total";"Total";1.4707;"A";"%"
2010;"ALV+IV";"Absolut";"M";"Total";"Total";2051;"A";"n"
2010;"ALV+IV";"in % aller Beziehenden";"M";"Total";"Total";0.5626;"A";"%"
2010;"ALV+IV";"in % ALV";"M";"Total";"Total";1.1741;"A";"%"
2010;"ALV+IV";"in % IV";"M";"Total";"Total";1.477;"A";"%"
2010;"ALV+IV";"Absolut";"F";"Total";"Total";1739;"A";"n"
2010;"ALV+IV";"in % aller Beziehenden";"F";"Total";"Total";0.5443;"A";"%"
2010;"ALV+IV";"in % ALV";"F";"Total";"Total";1.1955;"A";"%"
2010;"ALV+IV";"in % IV";"F";"Total";"Total";1.4633;"A";"%"
2010;"ALV+IV";"Absolut";"Total";"CH";"Total";2772;"A";"n"
2010;"ALV+IV";"in % aller Beziehenden";"Total";"CH";"Total";0.6273;"A";"%"
2010;"ALV+IV";"in % ALV";"Total";"CH";"Total";1.4783;"A";"%"
2010;"ALV+IV";"in % IV";"Total";"CH";"Total";1.4006;"A";"%"
2010;"ALV+IV";"Absolut";"Total";"AUSL";"Total";1018;"A";"n"
2010;"ALV+IV";"in % aller Beziehenden";"Total";"AUSL";"Total";0.4205;"A";"%"
2010;"ALV+IV";"in % ALV";"Total";"AUSL";"Total";0.7675;"A";"%"
2010;"ALV+IV";"in % IV";"Total";"AUSL";"Total";1.7027;"A";"%"
2010;"ALV+IV";"Absolut";"Total";"Total";"18-24";160;"A";"n"
2010;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"18-24";0.2171;"A";"%"
2010;"ALV+IV";"in % ALV";"Total";"Total";"18-24";0.3353;"A";"%"
2010;"ALV+IV";"in % IV";"Total";"Total";"18-24";1.9844;"A";"%"
2010;"ALV+IV";"Absolut";"Total";"Total";"25-39";592;"A";"n"
2010;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"25-39";0.2912;"A";"%"
2010;"ALV+IV";"in % ALV";"Total";"Total";"25-39";0.4587;"A";"%"
2010;"ALV+IV";"in % IV";"Total";"Total";"25-39";1.6551;"A";"%"
2010;"ALV+IV";"Absolut";"Total";"Total";"40-54";1570;"A";"n"
2010;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"40-54";0.6558;"A";"%"
2010;"ALV+IV";"in % ALV";"Total";"Total";"40-54";1.5305;"A";"%"
2010;"ALV+IV";"in % IV";"Total";"Total";"40-54";1.5739;"A";"%"
2010;"ALV+IV";"Absolut";"Total";"Total";"55-65";1468;"A";"n"
2010;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"55-65";0.8759;"A";"%"
2010;"ALV+IV";"in % ALV";"Total";"Total";"55-65";3.5987;"A";"%"
2010;"ALV+IV";"in % IV";"Total";"Total";"55-65";1.2864;"A";"%"
2010;"SH+IV";"Absolut";"Total";"Total";"Total";7101;"A";"n"
2010;"SH+IV";"in % aller Beziehenden";"Total";"Total";"Total";1.0381;"A";"%"
2010;"SH+IV";"in % SH";"Total";"Total";"Total";4.8255;"A";"%"
2010;"SH+IV";"in % IV";"Total";"Total";"Total";2.7556;"A";"%"
2010;"SH+IV";"Absolut";"M";"Total";"Total";4038;"A";"n"
2010;"SH+IV";"in % aller Beziehenden";"M";"Total";"Total";1.1077;"A";"%"
2010;"SH+IV";"in % SH";"M";"Total";"Total";5.4978;"A";"%"
2010;"SH+IV";"in % IV";"M";"Total";"Total";2.908;"A";"%"
2010;"SH+IV";"Absolut";"F";"Total";"Total";3063;"A";"n"
2010;"SH+IV";"in % aller Beziehenden";"F";"Total";"Total";0.9587;"A";"%"
2010;"SH+IV";"in % SH";"F";"Total";"Total";4.1556;"A";"%"
2010;"SH+IV";"in % IV";"F";"Total";"Total";2.5775;"A";"%"
2010;"SH+IV";"Absolut";"Total";"CH";"Total";4589;"A";"n"
2010;"SH+IV";"in % aller Beziehenden";"Total";"CH";"Total";1.0384;"A";"%"
2010;"SH+IV";"in % SH";"Total";"CH";"Total";5.7076;"A";"%"
2010;"SH+IV";"in % IV";"Total";"CH";"Total";2.3187;"A";"%"
2010;"SH+IV";"Absolut";"Total";"AUSL";"Total";2512;"A";"n"
2010;"SH+IV";"in % aller Beziehenden";"Total";"AUSL";"Total";1.0375;"A";"%"
2010;"SH+IV";"in % SH";"Total";"AUSL";"Total";3.7631;"A";"%"
2010;"SH+IV";"in % IV";"Total";"AUSL";"Total";4.2016;"A";"%"
2010;"SH+IV";"Absolut";"Total";"Total";"18-24";354;"A";"n"
2010;"SH+IV";"in % aller Beziehenden";"Total";"Total";"18-24";0.4802;"A";"%"
2010;"SH+IV";"in % SH";"Total";"Total";"18-24";1.5674;"A";"%"
2010;"SH+IV";"in % IV";"Total";"Total";"18-24";4.3904;"A";"%"
2010;"SH+IV";"Absolut";"Total";"Total";"25-39";1606;"A";"n"
2010;"SH+IV";"in % aller Beziehenden";"Total";"Total";"25-39";0.7899;"A";"%"
2010;"SH+IV";"in % SH";"Total";"Total";"25-39";3.0603;"A";"%"
2010;"SH+IV";"in % IV";"Total";"Total";"25-39";4.49;"A";"%"
2010;"SH+IV";"Absolut";"Total";"Total";"40-54";3234;"A";"n"
2010;"SH+IV";"in % aller Beziehenden";"Total";"Total";"40-54";1.3508;"A";"%"
2010;"SH+IV";"in % SH";"Total";"Total";"40-54";6.1537;"A";"%"
2010;"SH+IV";"in % IV";"Total";"Total";"40-54";3.242;"A";"%"
2010;"SH+IV";"Absolut";"Total";"Total";"55-65";1907;"A";"n"
2010;"SH+IV";"in % aller Beziehenden";"Total";"Total";"55-65";1.1379;"A";"%"
2010;"SH+IV";"in % SH";"Total";"Total";"55-65";9.7605;"A";"%"
2010;"SH+IV";"in % IV";"Total";"Total";"55-65";1.6711;"A";"%"
2010;"ALV+SH+IV";"Absolut";"Total";"Total";"Total";154;"A";"n"
2010;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"Total";0.0225;"A";"%"
2010;"ALV+SH+IV";"in % ALV";"Total";"Total";"Total";0.0481;"A";"%"
2010;"ALV+SH+IV";"in % SH";"Total";"Total";"Total";0.1047;"A";"%"
2010;"ALV+SH+IV";"in % IV";"Total";"Total";"Total";0.0598;"A";"%"
2010;"ALV+SH+IV";"Absolut";"M";"Total";"Total";90;"A";"n"
2010;"ALV+SH+IV";"in % aller Beziehenden";"M";"Total";"Total";0.0247;"A";"%"
2010;"ALV+SH+IV";"in % ALV";"M";"Total";"Total";0.0515;"A";"%"
2010;"ALV+SH+IV";"in % SH";"M";"Total";"Total";0.1225;"A";"%"
2010;"ALV+SH+IV";"in % IV";"M";"Total";"Total";0.0648;"A";"%"
2010;"ALV+SH+IV";"Absolut";"F";"Total";"Total";64;"A";"n"
2010;"ALV+SH+IV";"in % aller Beziehenden";"F";"Total";"Total";0.02;"A";"%"
2010;"ALV+SH+IV";"in % ALV";"F";"Total";"Total";0.044;"A";"%"
2010;"ALV+SH+IV";"in % SH";"F";"Total";"Total";0.0868;"A";"%"
2010;"ALV+SH+IV";"in % IV";"F";"Total";"Total";0.0539;"A";"%"
2010;"ALV+SH+IV";"Absolut";"Total";"CH";"Total";92;"A";"n"
2010;"ALV+SH+IV";"in % aller Beziehenden";"Total";"CH";"Total";0.0208;"A";"%"
2010;"ALV+SH+IV";"in % ALV";"Total";"CH";"Total";0.0491;"A";"%"
2010;"ALV+SH+IV";"in % SH";"Total";"CH";"Total";0.1144;"A";"%"
2010;"ALV+SH+IV";"in % IV";"Total";"CH";"Total";0.0465;"A";"%"
2010;"ALV+SH+IV";"Absolut";"Total";"AUSL";"Total";62;"A";"n"
2010;"ALV+SH+IV";"in % aller Beziehenden";"Total";"AUSL";"Total";0.0256;"A";"%"
2010;"ALV+SH+IV";"in % ALV";"Total";"AUSL";"Total";0.0467;"A";"%"
2010;"ALV+SH+IV";"in % SH";"Total";"AUSL";"Total";0.0929;"A";"%"
2010;"ALV+SH+IV";"in % IV";"Total";"AUSL";"Total";0.1037;"A";"%"
2010;"ALV+SH+IV";"Absolut";"Total";"Total";"18-24";6;"A";"n"
2010;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"18-24";0.0081;"A";"%"
2010;"ALV+SH+IV";"in % ALV";"Total";"Total";"18-24";0.0126;"A";"%"
2010;"ALV+SH+IV";"in % SH";"Total";"Total";"18-24";0.0266;"A";"%"
2010;"ALV+SH+IV";"in % IV";"Total";"Total";"18-24";0.0744;"A";"%"
2010;"ALV+SH+IV";"Absolut";"Total";"Total";"25-39";31;"A";"n"
2010;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"25-39";0.0152;"A";"%"
2010;"ALV+SH+IV";"in % ALV";"Total";"Total";"25-39";0.024;"A";"%"
2010;"ALV+SH+IV";"in % SH";"Total";"Total";"25-39";0.0591;"A";"%"
2010;"ALV+SH+IV";"in % IV";"Total";"Total";"25-39";0.0867;"A";"%"
2010;"ALV+SH+IV";"Absolut";"Total";"Total";"40-54";78;"A";"n"
2010;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"40-54";0.0326;"A";"%"
2010;"ALV+SH+IV";"in % ALV";"Total";"Total";"40-54";0.076;"A";"%"
2010;"ALV+SH+IV";"in % SH";"Total";"Total";"40-54";0.1484;"A";"%"
2010;"ALV+SH+IV";"in % IV";"Total";"Total";"40-54";0.0782;"A";"%"
2010;"ALV+SH+IV";"Absolut";"Total";"Total";"55-65";39;"A";"n"
2010;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"55-65";0.0233;"A";"%"
2010;"ALV+SH+IV";"in % ALV";"Total";"Total";"55-65";0.0956;"A";"%"
2010;"ALV+SH+IV";"in % SH";"Total";"Total";"55-65";0.1996;"A";"%"
2010;"ALV+SH+IV";"in % IV";"Total";"Total";"55-65";0.0342;"A";"%"

